C,H,O,N,C13,S,P,Na,Error,DBE,AI,AImod,NOSC
8,13,7,2,0,0,1,0,0.739112160574463,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,4,2,0,1,0,0,0.0785521816561046,8,0.2,0.428571428571429,0.333333333333333
14,21,2,2,0,0,1,0,0.335626990099796,6,0.111111111111111,0.2,-0.785714285714286
10,16,7,0,0,1,0,0,0.574748316345183,3,0,0,0
14,20,4,2,0,0,0,0,0.7446274758383,6,0,0.2,-0.428571428571429
13,16,5,2,0,0,0,0,0.108885538339452,7,0,0.294117647058824,0
12,24,5,0,0,1,0,0,0.777927087296016,1,0,0,0
11,20,8,0,0,0,0,0,0.0816331768400607,2,0,0,0
14,20,4,2,0,0,0,0,0.0798469004523938,6,0,0.2,-0.428571428571429
8,17,5,4,0,0,1,0,0.669801476995708,3,0,0,0
11,24,4,2,0,1,0,0,0.0766807407434681,1,0,0,0
13,28,4,0,0,1,0,0,0.279286049152485,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
15,7,1,1,0,2,0,0,0.34551874305734,13,0.818181818181818,0.826086956521739,0.133333333333333
8,13,0,0,1,4,1,0,0.345154786362263,4,0,0,0
9,5,2,3,0,1,2,0,0.835021130085534,10,2,1.5,1.11111111111111
7,7,1,1,0,5,0,0,0.0231164609392473,5,0,0,0
8,11,4,1,0,3,0,0,0.183844228878799,4,0,0,0
9,15,1,1,0,4,0,0,0.354241074921593,3,0,0,0
12,4,2,5,0,0,1,0,0.622754550239282,14,1.5,1.4,1.25
8,5,1,5,0,1,2,0,0.887393034664047,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,5,0,1,2,0,0,0.144544934076955,10,0.75,0.846153846153846,1
14,4,2,1,0,1,1,0,0.263107985372174,14,1,1,0.357142857142857
0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,6,3,0,2,0,0,0.63052404999967,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
15,7,1,1,0,2,0,0,0.570342874995204,13,0.818181818181818,0.826086956521739,0.133333333333333
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,2,0,1,4,0,0,0.0506668871429401,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,2,3,0,3,0,0,0.257429039666508,10,2,1.5,1.77777777777778
0,0,0,0,0,0,0,0,0,0,0,0,0
16,11,4,1,0,0,0,0,0.0277040984342957,12,0.636363636363636,0.692307692307692,0
11,8,8,0,1,0,0,0,0.00750746735625913,9,0.25,0.625,0.727272727272727
0,0,0,0,0,0,0,0,0,0,0,0,0
17,15,3,1,0,0,0,0,0.0125954557995258,11,0.538461538461538,0.586206896551724,-0.352941176470588
14,5,2,1,0,0,2,0,0.715628949646904,14,1,1,0.142857142857143
9,3,2,3,0,3,0,0,0.753896916594517,10,2,1.5,1.77777777777778
10,20,8,0,1,0,0,0,0.102838137408688,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
13,16,4,1,0,0,1,0,0.675048604644075,7,0.142857142857143,0.333333333333333,-0.384615384615385
7,17,1,5,0,1,2,0,0.343466717356306,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,6,5,0,0,0,0,0.0758410008973329,9,0,1,2.22222222222222
11,7,8,1,0,0,0,0,0.213579048881374,9,0,0.666666666666667,1.09090909090909
10,3,7,1,0,1,0,0,0.000805889228044011,10,1,1,1.6
8,11,0,1,0,5,0,0,0.392101784030382,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,16,6,2,1,1,0,0,0.331120189901163,3,0,0,0
9,3,2,3,0,3,0,0,0.928079222848846,10,2,1.5,1.77777777777778
0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,5,2,1,0,0,0,0.261383544497838,7,0,0.294117647058824,0
11,7,8,1,0,0,0,0,0.137588847094168,9,0,0.666666666666667,1.09090909090909
5,7,1,5,0,4,0,0,0.34691708255095,5,0,0,0
12,13,5,0,1,0,1,0,0.264402252066351,8,0.285714285714286,0.473684210526316,-0.25
8,11,0,1,0,5,0,0,0.535819128570186,4,0,0,0
8,9,1,7,0,0,2,0,0.251830443218207,9,0,0,0
6,15,2,7,0,2,0,0,0.809274747309875,3,0,0,0
12,11,5,1,0,1,0,0,0.189446470875515,8,0.2,0.466666666666667,0.333333333333333
9,12,4,6,1,0,0,0,0.00878905658180258,8,0,0,0
11,23,7,1,0,0,0,0,0.488352080149232,1,0,0,0
7,19,1,7,0,2,0,0,0.123573077890467,2,0,0,0
16,27,3,1,0,0,0,0,0.0715488864611463,4,0,0.111111111111111,-1.125
7,19,1,7,0,2,0,0,0.329029203145547,2,0,0,0
10,11,5,5,0,0,0,0,0.0424047490332841,8,0,0.2,1.4
7,17,1,5,0,1,2,0,0.0957250087024481,3,0,0,0
10,11,5,5,0,0,0,0,0.259534881144114,8,0,0.2,1.4
18,19,2,1,0,0,0,0,0.254696549394845,10,0.466666666666667,0.5,-0.666666666666667
9,16,7,0,1,1,0,0,0.185176727230311,3,0,0,0
7,20,3,7,0,0,1,0,0.433888300729943,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,6,0,0,3,0,0,0.290116255355597,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,0,6,0,4,0,0,0.40509801378843,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,3,0,0,4,0,0,0.293640144649387,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,6,2,0,1,1,0,0.73066808001615,4,0,0,0
10,2,4,0,0,3,0,0,0.447000164243046,10,1,1,1.2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,8,0,0,1,0,0,0.736944350077867,10,1,1,1.6
5,2,4,2,0,4,0,0,0.509793750149438,6,0,0,0
5,7,6,3,1,2,0,0,0.08556754787706,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,8,0,0,1,1,0,0.607106490463985,5,0,0,0
11,10,1,2,0,3,0,0,0.638179259613472,8,0.4,0.454545454545455,0.363636363636364
7,15,6,4,0,0,1,0,0.893975578618865,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,1,6,0,1,2,0,0.80400362360332,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,9,0,0,0,0,0,0.281036609306785,9,0,0.692307692307692,1.09090909090909
8,10,5,0,0,3,0,0,0.158950833613854,4,0,0,0
8,10,1,0,0,5,0,0,0.557114906876747,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,10,0,0,0,0,0,0.250086892919594,3,0,0,0
10,10,6,4,0,0,0,0,0.052801223884509,8,0,0.333333333333333,1.4
8,19,5,4,0,0,1,0,0.679176806476053,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,4,6,0,1,0,0,0.659277083153554,9,0,0,0
9,14,2,0,0,4,0,0,0.13541953203064,3,0,0,0
8,14,9,2,0,0,0,0,0.0641030188782337,3,0,0,0
11,6,9,0,0,0,0,0,0.0364145177736275,9,0,0.692307692307692,1.09090909090909
5,15,2,7,1,2,0,0,0.296811272070712,3,0,0,0
14,19,0,0,0,2,1,0,0.0267009087032415,6,0.272727272727273,0.272727272727273,-1.07142857142857
0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,4,4,0,0,2,0,0.826356021865989,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,7,4,0,0,1,0,0.654535628041075,4,0,0,0
11,6,9,0,0,0,0,0,0.01129554869938,9,0,0.692307692307692,1.09090909090909
15,7,2,0,0,1,1,0,0.56374643030572,13,0.818181818181818,0.833333333333333,-0.0666666666666664
14,6,5,2,0,0,0,0,0.29048415594454,13,0.857142857142857,0.894736842105263,0.714285714285714
8,10,1,0,0,5,0,0,0.270626214664651,4,0,0,0
5,7,6,4,0,1,1,0,0.512463145386429,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,3,4,0,3,0,0,0.0853735339118839,4,0,0,0
13,16,3,0,0,0,2,0,0.133646441584344,7,0.25,0.368421052631579,-0.769230769230769
10,12,2,4,0,0,2,0,0.865310071001835,8,0,0.333333333333333,0.4
17,14,4,0,0,0,0,0,0.220245295115219,11,0.538461538461538,0.6,-0.352941176470588
6,14,3,6,0,2,0,0,0.27650839252298,3,0,0,0
8,20,1,4,0,1,2,0,0.545223506867383,2,0,0,0
14,19,4,0,0,0,1,0,0.808913440175106,6,0.111111111111111,0.272727272727273,-0.785714285714286
8,6,6,6,0,0,0,0,0.0781962211980159,9,0,0,0
14,23,2,2,0,0,1,0,0.622892559182492,5,0,0.1,-0.928571428571429
10,6,8,2,0,0,0,0,0.0756414820728244,9,0,0.75,1.6
10,7,8,1,1,0,0,0,0.256533473870338,9,0,0.666666666666667,1.2
10,16,0,6,0,0,2,0,0.166839005332994,7,0,0,0
12,26,5,0,0,1,0,0,0.359168166956317,0,0,0,0
6,15,5,6,0,0,1,0,0.21574795661087,3,0,0,0
12,26,5,0,0,1,0,0,0.154482120969886,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,10,0,0,0,0,0,0.209939635759077,3,0,0,0
6,15,5,6,0,0,1,0,0.995371208654683,3,0,0,0
10,19,7,0,0,0,1,0,0.114524949120999,2,0,0,0
8,14,7,2,0,1,0,0,0.237045929377236,3,0,0,0
12,10,1,8,0,0,0,0,0.377098737607275,12,1,1,1.33333333333333
7,14,6,4,0,1,0,0,0.599697328710026,3,0,0,0
10,16,0,6,0,0,2,0,0.145385409401928,7,0,0,0
6,14,5,6,0,1,0,0,0.59276950365653,3,0,0,0
16,26,4,0,0,0,0,0,0.082168748412226,4,0,0.142857142857143,-1.125
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,2,1,0,4,0,0,0.209006608674629,3,0,0,0
6,5,4,1,0,4,0,0,0.0486435659583544,5,0,0,0
7,9,1,1,0,5,0,0,0.0781184621251964,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,5,1,0,3,0,0,0.0656782431556842,4,0,0,0
9,2,4,0,1,3,0,0,0.462792625580953,10,1,1,1.33333333333333
7,9,3,1,0,4,0,0,0.339344943649552,4,0,0,0
7,10,1,0,1,5,0,0,0.36660361733714,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,0,6,1,4,0,0,0.379816313783368,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,9,1,0,0,0,0,0.6724269328341,9,0,0.777777777777778,1.6
9,7,2,3,0,1,2,0,0.871942745016276,9,1,1,0.888888888888889
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
13,17,6,1,0,0,0,0,0.182759272052132,6,0,0.222222222222222,-0.153846153846154
7,10,3,0,1,4,0,0,0.174242669962252,4,0,0,0
10,13,5,5,0,0,0,0,0.0288637386962006,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
14,5,4,1,0,1,0,0,0.570978654354068,13,0.875,0.9,0.571428571428572
0,0,0,0,0,0,0,0,0,0,0,0,0
12,13,7,1,0,0,0,0,0.542812411336983,7,0,0.333333333333333,0.333333333333333
10,21,4,1,0,2,0,0,0.0674958041321639,1,0,0,0
20,13,1,1,0,0,0,0,0.242584024666865,15,0.722222222222222,0.72972972972973,-0.4
8,13,6,1,0,2,0,0,0.0139282024901354,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,6,1,0,2,0,0,0.120364876455406,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,2,1,0,3,0,0,0.579353365293017,8,0.4,0.5,0.363636363636364
12,5,2,5,0,1,0,0,0.961417632946242,13,1.25,1.2,1.33333333333333
11,13,6,3,0,0,0,0,0.86608623735027,7,0,0.2,0.727272727272727
9,7,2,3,0,1,2,0,0.633456554747669,9,1,1,0.888888888888889
13,17,6,1,0,0,0,0,0.260602161708167,6,0,0.222222222222222,-0.153846153846154
0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,9,0,1,0,0,0,0.254349714242932,9,0,0.692307692307692,1.2
11,9,6,1,0,1,0,0,0.16054250785475,8,0,0.5,0.727272727272727
18,5,1,1,0,1,0,0,0.232531273987257,17,0.933333333333333,0.935483870967742,0.111111111111111
14,9,0,3,0,2,0,0,0.797674743839125,12,0.777777777777778,0.777777777777778,0.285714285714286
10,9,7,3,0,0,0,0,0.384853138977384,8,0,0.428571428571429,1.4
6,18,4,7,0,0,1,0,0.983471338343471,2,0,0,0
10,13,5,5,0,0,0,0,0.106839145822756,7,0,0,0
11,9,8,1,0,0,0,0,0.0152550117033434,8,0,0.5,0.909090909090909
9,17,9,1,0,0,0,0,0.100749625993066,2,0,0,0
11,26,5,0,1,1,0,0,0.113580364953921,0,0,0,0
16,29,3,1,0,0,0,0,0.283878741433497,3,0,0.037037037037037,-1.25
14,21,5,1,0,0,0,0,0.150951872425529,5,0,0.142857142857143,-0.571428571428571
12,14,5,1,0,0,1,0,0.677120056897596,7,0,0.333333333333333,-0.083333333333333
15,26,0,1,0,1,1,0,0.621488777467367,4,0.0833333333333333,0.0833333333333333,-1.4
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,0,0,1,1,0,0.821424951657705,13,0.888888888888889,0.904761904761905,0.214285714285714
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
18,5,2,0,0,0,1,0,0.962181603102126,17,0.933333333333333,0.9375,-0.0555555555555554
7,8,6,0,0,3,0,0,0.143425659607853,4,0,0,0
12,12,0,0,0,4,0,0,0.128116351992674,7,0.375,0.375,-0.333333333333333
18,4,2,0,0,1,0,0,0.687329624363436,17,0.933333333333333,0.9375,0.111111111111111
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,1,0,0,5,0,0,0.222692114366331,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,6,0,0,2,0,0,0.378832053180104,9,0.5,0.8,1.2
10,5,0,0,0,4,1,0,0.264272453683478,9,0.8,0.8,0.3
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,8,0,0,1,1,0,0.778631678451705,4,0,0,0
14,4,5,0,0,1,0,0,0.876622938460244,13,0.875,0.904761904761905,0.571428571428572
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
15,8,2,0,0,2,0,0,0.620486819183437,12,0.727272727272727,0.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0
15,12,2,2,0,1,0,0,0.953827583490053,11,0.6,0.636363636363636,0
9,4,9,2,0,0,0,0,0.202018777707462,9,0,1,2.22222222222222
15,12,4,2,0,0,0,0,0.657139955437576,11,0.555555555555556,0.636363636363636,0.133333333333333
7,8,4,0,0,4,0,0,0.232614519812732,4,0,0,0
13,3,2,0,0,0,3,0,0.454087904070491,14,1.125,1.11111111111111,0.0769230769230771
5,8,4,4,0,3,0,0,0.514696001260759,4,0,0,0
12,16,6,2,0,0,0,0,0.162027858352519,6,0,0.142857142857143,0.166666666666667
10,12,4,4,0,1,0,0,0.0380313982319858,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,12,6,4,0,0,0,0,0.0880193672021432,7,0,0,0
6,12,3,4,0,3,0,0,0.536362425661756,3,0,0,0
16,16,3,2,0,0,0,0,0.121470560859542,10,0.454545454545455,0.52,-0.25
7,8,4,0,0,4,0,0,0.179649844157239,4,0,0,0
8,16,7,2,0,1,0,0,0.793045341496297,2,0,0,0
6,5,7,0,0,2,1,0,0.581297400896816,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,0,0,0,5,1,0,0.184052268331388,4,0,0,0
8,8,4,6,0,1,0,0,0.996538270315846,8,0,0,0
11,8,9,0,0,0,0,0,0.0642583081014613,8,0,0.538461538461538,0.909090909090909
11,13,7,1,1,0,0,0,0.302011454168385,7,0,0.333333333333333,0.363636363636364
0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,4,0,0,4,0,0,0.176208163959775,4,0,0,0
12,16,4,2,0,1,0,0,0.276418098822517,6,0,0.142857142857143,0
9,13,5,5,1,0,0,0,0.00636867193753954,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12,17,6,1,1,0,0,0,0.21432308525943,6,0,0.222222222222222,-0.166666666666667
13,20,5,2,0,0,0,0,0.0209630013595497,5,0,0.0588235294117647,-0.307692307692307
8,16,2,10,0,0,0,0,0.549482739715429,6,0,0,0
13,16,7,0,0,0,0,0,0.0810134472522148,6,0,0.263157894736842,-0.153846153846154
0,0,0,0,0,0,0,0,0,0,0,0,0
15,24,5,0,0,0,0,0,0.180806844210977,4,0,0.12,-0.933333333333334
14,21,0,0,0,2,1,0,0.0268246944480116,5,0.181818181818182,0.181818181818182,-1.21428571428571
8,16,2,10,0,0,0,0,0.622196445875821,6,0,0,0
7,10,1,8,0,0,2,0,0.18849427410023,8,0,0,0
14,21,4,0,0,0,1,0,0.930849873365571,5,0,0.181818181818182,-0.928571428571429
15,8,4,0,0,1,0,0,0.51525063802358,12,0.7,0.75,0.133333333333333
7,20,2,6,0,2,0,0,0.317669441620165,1,0,0,0
10,21,7,0,0,0,1,0,0.0688458345651614,1,0,0,0
19,24,2,0,0,0,0,0,0.169898404840946,8,0.352941176470588,0.388888888888889,-1.05263157894737
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,1,1,0,3,0,0,0.217027465150836,13,1,1,0.615384615384615
6,7,4,1,0,4,0,0,0.0774607385693899,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,1,1,0,5,0,0,0.324371815644419,3,0,0,0
7,11,1,1,0,5,0,0,0.378677958471381,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,0,5,0,4,0,0,0.324683976464731,9,0,0,0
10,11,1,3,0,3,0,0,0.455561141843901,7,0,0.142857142857143,0.6
9,9,0,3,0,2,2,0,0.936940300175253,8,0.5,0.5,0.444444444444445
0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,1,1,0,5,0,0,0.332736647201171,3,0,0,0
5,12,3,4,1,3,0,0,0.38635824324411,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,15,0,1,0,5,0,0,0.296354947815235,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,1,0,1,5,0,0,0.217825394218792,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,4,1,0,1,2,0,0.262049598261115,9,1,1,0.888888888888889
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,0,0,1,4,0,0,0.15875501849806,7,0.375,0.375,-0.363636363636363
6,7,4,1,0,4,0,0,0.509813812288144,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,4,1,0,4,0,0,0.244583646123498,4,0,0,0
11,11,0,1,0,4,0,0,0.350237557987433,7,0.333333333333333,0.333333333333333,0
8,3,3,3,0,3,0,0,0.345361914073993,9,0,3,2.25
0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,1,5,0,2,0,0,0.125006093279845,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,23,0,5,0,3,0,0,0.372059241154167,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,16,8,1,0,0,1,0,0.991106990100921,2,0,0,0
8,15,0,1,0,5,0,0,0.195658128674749,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,9,0,1,0,0,0,0.35261802748852,8,0,0.538461538461538,1
9,12,6,4,1,0,0,0,0.381933541652301,7,0,0,0
7,11,0,9,0,2,0,0,0.963728561629066,7,0,0,0
8,9,1,5,0,1,2,0,0.662431493417801,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,5,5,0,0,0,0,0.428549054715305,13,3,1.57142857142857,2
16,16,0,1,0,1,1,0,0.676076590739423,10,0.538461538461538,0.538461538461538,-0.6875
16,15,4,1,0,0,0,0,0.279674979700545,10,0.454545454545455,0.538461538461538,-0.25
6,8,6,0,1,3,0,0,0.338782067426487,4,0,0,0
10,11,7,3,0,0,0,0,0.0913731404307547,7,0,0.142857142857143,1.2
9,3,10,1,0,0,0,0,0.202655047430382,9,0,1,2.22222222222222
10,7,9,1,0,0,0,0,0.237773380461035,8,0,0.555555555555556,1.4
12,7,2,5,0,1,0,0,0.990422973429145,12,1,1,1.16666666666667
7,19,1,5,0,3,0,0,0.398773337458578,1,0,0,0
12,16,7,0,1,0,0,0,0.0138570028852889,6,0,0.263157894736842,-0.166666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,5,1,0,0,1,0,0.00929788300067165,6,0,0.2,-0.25
14,24,5,0,1,0,0,0,0.426533477902157,4,0,0.12,-1
16,31,3,1,0,0,0,0,0.326750514777278,2,0,0,0
12,16,5,1,0,0,1,0,0.95022146649274,6,0,0.2,-0.25
9,19,7,1,0,1,0,0,0.00714315357726157,1,0,0,0
15,27,4,1,0,0,0,0,0.0360682440437018,3,0,0,0
7,16,2,10,1,0,0,0,0.117639151485081,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
14,7,1,0,0,2,1,0,0.482922166402162,12,0.8,0.80952380952381,-0.0714285714285712
0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,2,0,0,5,0,0,0.196029943673901,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,5,0,0,2,0,0,0.736708808079072,7,0,0.384615384615385,0.363636363636364
9,4,5,0,0,1,2,0,0.998406129146054,9,1,1,0.888888888888889
13,4,2,0,0,1,2,0,0.557308235789627,13,1,1,0.153846153846154
0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,10,0,0,0,0,0,0.00242168711636893,8,0,0.6,1.4
13,3,4,0,0,1,1,0,0.831841519444946,13,1,1,0.538461538461538
6,6,7,0,0,3,0,0,0.0805800771853529,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,0,0,0,5,1,0,0.187385167138801,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,3,6,0,2,0,0,0.958414916215132,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,6,0,0,0,2,0,0.768131379683316,8,0,0.6,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,9,0,0,1,0,0,0.938513549405035,9,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,4,2,0,2,0,0,0.264733290115686,7,0,0.25,0.8
9,2,3,0,0,4,0,0,0.176718812374481,9,1,1,1.33333333333333
0,0,0,0,0,0,0,0,0,0,0,0,0
14,6,3,0,0,2,0,0,0.904717882419011,12,0.777777777777778,0.80952380952381,0.285714285714286
6,10,3,2,0,4,0,0,0.000888471480855474,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,18,8,0,0,1,0,0,0.692706407451975,1,0,0,0
14,6,5,0,0,1,0,0,0.411729373677379,12,0.75,0.80952380952381,0.428571428571428
13,18,5,0,0,1,0,0,0.399593503990207,5,0,0.157894736842105,-0.461538461538462
0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,8,0,0,0,0,0,0.183526853384223,6,0,0.25,0.166666666666667
7,10,3,8,0,1,0,0,0.677984782998129,7,0,0,0
7,10,4,0,0,4,0,0,0.391329359887614,3,0,0,0
13,18,5,0,0,1,0,0,0.170843965886666,5,0,0.157894736842105,-0.461538461538462
